เลขที่บิล,วันที่,เวลา,สาขา,สินค้า,หมวดสินค้า,จำนวน,ราคาต่อหน่วย,ยอดขาย,รหัสลูกค้า,สถานะ
B022606,22/09/2569,15:56,สาขาสยาม,ลาเต้เย็น,กาแฟ,1,65,65,M0362,สำเร็จ
B022606,22/09/2569,15:56,สาขาสยาม,บานอฟฟี่,เบเกอรี่,1,90,90,M0362,สำเร็จ
B022607,22/09/2569,15:10,สาขาสยาม,เอสเปรสโซ่,กาแฟ,1,50,50,M0685,สำเร็จ
B022607,22/09/2569,15:10,สาขาสยาม,มอคค่าเย็น,กาแฟ,1,70,70,M0685,สำเร็จ
B022608,22/09/2569,15:50,สาขาสยาม,คาปูชิโน่ร้อน,กาแฟ,1,60,60,,สำเร็จ
B022609,22/09/2569,15:54,สาขาสยาม,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,M1107,สำเร็จ
B022609,22/09/2569,15:54,สาขาสยาม,คาปูชิโน่ร้อน,กาแฟ,1,60,60,M1107,สำเร็จ
B022610,22/09/2569,15:39,สาขาสยาม,อเมริกาโน่เย็น,กาแฟ,2,55,110,,สำเร็จ
B022610,22/09/2569,15:39,สาขาสยาม,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,,สำเร็จ
B022611,22/09/2569,15:06,สาขาสยาม,บานอฟฟี่,เบเกอรี่,2,90,180,M0478,สำเร็จ
B022611,22/09/2569,15:06,สาขาสยาม,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,1,75,75,M0478,สำเร็จ
B022612,22/09/2569,15:52,สาขาสยาม,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,2,95,190,,สำเร็จ
B022613,22/09/2569,15:12,สาขาสยาม,ลาเต้เย็น,กาแฟ,1,65,65,,สำเร็จ
B022613,22/09/2569,15:12,สาขาสยาม,บานอฟฟี่,เบเกอรี่,1,90,90,,สำเร็จ
B022613,22/09/2569,15:12,สาขาสยาม,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
B022614,22/09/2569,15:56,สาขาสยาม,มอคค่าเย็น,กาแฟ,1,70,70,,สำเร็จ
B022614,22/09/2569,15:56,สาขาสยาม,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,,สำเร็จ
B022614,22/09/2569,15:56,สาขาสยาม,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,,สำเร็จ
B022615,22/09/2569,15:46,สาขาสยาม,โกโก้เย็น,ชาและเครื่องดื่ม,2,60,120,,สำเร็จ
B022615,22/09/2569,15:46,สาขาสยาม,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,,สำเร็จ
B022616,22/09/2569,16:28,สาขาสยาม,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,M1004,สำเร็จ
B022616,22/09/2569,16:28,สาขาสยาม,มอคค่าเย็น,กาแฟ,1,70,70,M1004,สำเร็จ
B022617,22/09/2569,16:29,สาขาสยาม,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,,สำเร็จ
B022618,22/09/2569,16:19,สาขาสยาม,เอสเปรสโซ่,กาแฟ,1,50,50,M1448,สำเร็จ
B022619,22/09/2569,16:18,สาขาสยาม,ลาเต้เย็น,กาแฟ,1,65,65,M0299,สำเร็จ
B022620,22/09/2569,16:41,สาขาสยาม,สปาเกตตีคาโบนารา,อาหาร,1,129,129,M0458,สำเร็จ
B022621,22/09/2569,16:32,สาขาสยาม,มอคค่าเย็น,กาแฟ,1,70,70,M0836,สำเร็จ
B022622,22/09/2569,16:05,สาขาสยาม,มอคค่าเย็น,กาแฟ,1,70,70,,สำเร็จ
B022623,22/09/2569,16:01,สาขาสยาม,อเมริกาโน่เย็น,กาแฟ,1,55,55,M0494,สำเร็จ
B022623,22/09/2569,16:01,สาขาสยาม,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,M0494,สำเร็จ
B022624,22/09/2569,16:47,สาขาสยาม,บานอฟฟี่,เบเกอรี่,1,90,90,M0045,สำเร็จ
B022625,22/09/2569,17:14,สาขาสยาม,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,M0530,สำเร็จ
B022625,22/09/2569,17:14,สาขาสยาม,ลาเต้เย็น,กาแฟ,1,65,65,M0530,สำเร็จ
B022626,22/09/2569,17:54,สาขาสยาม,บานอฟฟี่,เบเกอรี่,1,90,90,M0550,สำเร็จ
B022626,22/09/2569,17:54,สาขาสยาม,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,1,75,75,M0550,สำเร็จ
B022627,22/09/2569,17:32,สาขาสยาม,เอสเปรสโซ่,กาแฟ,1,50,50,,สำเร็จ
B022628,22/09/2569,17:54,สาขาสยาม,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,M1623,สำเร็จ
B022628,22/09/2569,17:54,สาขาสยาม,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,M1623,สำเร็จ
B022629,22/09/2569,17:44,สาขาสยาม,ลาเต้เย็น,กาแฟ,1,65,65,M1405,สำเร็จ
B022630,22/09/2569,17:59,สาขาสยาม,คาปูชิโน่ร้อน,กาแฟ,2,60,120,,สำเร็จ
B022631,22/09/2569,18:05,สาขาสยาม,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,M0918,สำเร็จ
B022632,22/09/2569,18:49,สาขาสยาม,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,,สำเร็จ
B022633,22/09/2569,18:02,สาขาสยาม,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
B022633,22/09/2569,18:02,สาขาสยาม,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,,สำเร็จ
B022633,22/09/2569,18:02,สาขาสยาม,อเมริกาโน่เย็น,กาแฟ,1,55,55,,สำเร็จ
B022634,22/09/2569,18:52,สาขาสยาม,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,M1063,สำเร็จ
B022634,22/09/2569,18:52,สาขาสยาม,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,M1063,สำเร็จ
B022634,22/09/2569,18:52,สาขาสยาม,บราวนี่ช็อกโกแลต,เบเกอรี่,2,65,130,M1063,สำเร็จ
B022635,22/09/2569,19:52,สาขาสยาม,แซนด์วิชแฮมชีส,อาหาร,1,85,85,,สำเร็จ
B022635,22/09/2569,19:52,สาขาสยาม,มอคค่าเย็น,กาแฟ,1,70,70,,สำเร็จ
B022636,22/09/2569,07:33,สาขาอารีย์,ลาเต้เย็น,กาแฟ,1,65,65,,สำเร็จ
B022637,22/09/2569,07:37,สาขาอารีย์,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,2,95,190,M0849,สำเร็จ
B022637,22/09/2569,07:37,สาขาอารีย์,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,M0849,สำเร็จ
B022638,22/09/2569,07:06,สาขาอารีย์,คาปูชิโน่ร้อน,กาแฟ,2,60,120,,สำเร็จ
B022639,22/09/2569,07:27,สาขาอารีย์,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
B022640,22/09/2569,07:10,สาขาอารีย์,บานอฟฟี่,เบเกอรี่,1,90,90,,สำเร็จ
B022640,22/09/2569,07:10,สาขาอารีย์,แซนด์วิชแฮมชีส,อาหาร,1,85,85,,สำเร็จ
B022641,22/09/2569,07:21,สาขาอารีย์,คาปูชิโน่ร้อน,กาแฟ,1,60,60,M0151,สำเร็จ
B022642,22/09/2569,08:54,สาขาอารีย์,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,,สำเร็จ
B022643,22/09/2569,08:03,สาขาอารีย์,เอสเปรสโซ่,กาแฟ,1,50,50,,สำเร็จ
B022643,22/09/2569,08:03,สาขาอารีย์,คาปูชิโน่ร้อน,กาแฟ,1,60,60,,สำเร็จ
B022644,22/09/2569,08:27,สาขาอารีย์,คาปูชิโน่ร้อน,กาแฟ,1,60,60,,สำเร็จ
B022645,22/09/2569,08:48,สาขาอารีย์,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,,สำเร็จ
B022645,22/09/2569,08:48,สาขาอารีย์,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,,สำเร็จ
B022646,22/09/2569,08:16,สาขาอารีย์,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,,สำเร็จ
B022646,22/09/2569,08:16,สาขาอารีย์,มอคค่าเย็น,กาแฟ,1,70,70,,สำเร็จ
B022646,22/09/2569,08:16,สาขาอารีย์,อเมริกาโน่เย็น,กาแฟ,1,55,55,,สำเร็จ
B022647,22/09/2569,08:21,สาขาอารีย์,ครัวซองต์เนยสด,เบเกอรี่,2,55,110,,สำเร็จ
B022648,22/09/2569,08:39,สาขาอารีย์,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,,สำเร็จ
B022649,22/09/2569,08:07,สาขาอารีย์,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,,สำเร็จ
B022650,22/09/2569,09:28,สาขาอารีย์,มอคค่าเย็น,กาแฟ,1,70,70,,สำเร็จ
B022651,22/09/2569,09:31,สาขาอารีย์,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,,สำเร็จ
B022651,22/09/2569,09:31,สาขาอารีย์,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,,สำเร็จ
B022652,22/09/2569,10:19,สาขาอารีย์,มอคค่าเย็น,กาแฟ,1,70,70,,สำเร็จ
B022652,22/09/2569,10:19,สาขาอารีย์,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,,สำเร็จ
B022653,22/09/2569,10:13,สาขาอารีย์,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,M1468,สำเร็จ
B022654,22/09/2569,10:09,สาขาอารีย์,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,2,95,190,M0229,สำเร็จ
B022655,22/09/2569,10:16,สาขาอารีย์,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,M0959,สำเร็จ
B022656,22/09/2569,10:19,สาขาอารีย์,คาปูชิโน่ร้อน,กาแฟ,1,60,60,M1078,สำเร็จ
B022656,22/09/2569,10:19,สาขาอารีย์,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,M1078,สำเร็จ
B022657,22/09/2569,10:09,สาขาอารีย์,เอสเปรสโซ่,กาแฟ,1,50,50,,สำเร็จ
B022658,22/09/2569,11:11,สาขาอารีย์,มอคค่าเย็น,กาแฟ,1,70,70,,สำเร็จ
B022659,22/09/2569,11:27,สาขาอารีย์,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,,สำเร็จ
B022659,22/09/2569,11:27,สาขาอารีย์,เอสเปรสโซ่,กาแฟ,1,50,50,,สำเร็จ
B022659,22/09/2569,11:27,สาขาอารีย์,บานอฟฟี่,เบเกอรี่,1,90,90,,สำเร็จ
B022660,22/09/2569,11:34,สาขาอารีย์,ลาเต้เย็น,กาแฟ,1,65,65,,สำเร็จ
B022661,22/09/2569,11:56,สาขาอารีย์,อเมริกาโน่เย็น,กาแฟ,2,55,110,,สำเร็จ
B022661,22/09/2569,11:56,สาขาอารีย์,บานอฟฟี่,เบเกอรี่,1,90,90,,สำเร็จ
B022662,22/09/2569,12:32,สาขาอารีย์,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,M0504,สำเร็จ
B022662,22/09/2569,12:32,สาขาอารีย์,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,2,75,150,M0504,สำเร็จ
B022663,22/09/2569,12:30,สาขาอารีย์,มอคค่าเย็น,กาแฟ,1,70,70,M1059,สำเร็จ
B022663,22/09/2569,12:30,สาขาอารีย์,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,M1059,สำเร็จ
B022664,22/09/2569,12:27,สาขาอารีย์,ข้าวกะเพราไก่ไข่ดาว,อาหาร,1,89,89,M1436,สำเร็จ
B022664,22/09/2569,12:27,สาขาอารีย์,แซนด์วิชแฮมชีส,อาหาร,1,85,85,M1436,สำเร็จ
B022664,22/09/2569,12:27,สาขาอารีย์,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,M1436,สำเร็จ
B022665,22/09/2569,12:37,สาขาอารีย์,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,2,55,110,M0531,สำเร็จ
B022666,22/09/2569,12:20,สาขาอารีย์,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,,สำเร็จ
B022667,22/09/2569,12:16,สาขาอารีย์,ข้าวกะเพราไก่ไข่ดาว,อาหาร,1,89,89,,สำเร็จ
B022668,22/09/2569,12:43,สาขาอารีย์,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,,สำเร็จ
B022668,22/09/2569,12:43,สาขาอารีย์,เอสเปรสโซ่,กาแฟ,1,50,50,,สำเร็จ
B022669,22/09/2569,12:03,สาขาอารีย์,บานอฟฟี่,เบเกอรี่,1,90,90,,สำเร็จ
B022669,22/09/2569,12:03,สาขาอารีย์,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,2,75,150,,สำเร็จ
B022670,22/09/2569,12:30,สาขาอารีย์,แซนด์วิชแฮมชีส,อาหาร,1,85,85,,สำเร็จ
B022671,22/09/2569,12:41,สาขาอารีย์,บานอฟฟี่,เบเกอรี่,1,90,90,,สำเร็จ
B022672,22/09/2569,12:30,สาขาอารีย์,แซนด์วิชแฮมชีส,อาหาร,1,85,85,,สำเร็จ
B022672,22/09/2569,12:30,สาขาอารีย์,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,,สำเร็จ
B022673,22/09/2569,12:26,สาขาอารีย์,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,M0393,สำเร็จ
B022674,22/09/2569,12:14,สาขาอารีย์,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,,สำเร็จ
B022675,22/09/2569,13:22,สาขาอารีย์,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,,สำเร็จ
B022676,22/09/2569,13:32,สาขาอารีย์,เอสเปรสโซ่,กาแฟ,1,50,50,M0208,สำเร็จ
B022677,22/09/2569,14:15,สาขาอารีย์,มอคค่าเย็น,กาแฟ,1,70,70,,สำเร็จ
B022678,22/09/2569,14:08,สาขาอารีย์,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
B022679,22/09/2569,14:01,สาขาอารีย์,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,,สำเร็จ
B022679,22/09/2569,14:01,สาขาอารีย์,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,,สำเร็จ
B022679,22/09/2569,14:01,สาขาอารีย์,สปาเกตตีคาโบนารา,อาหาร,1,129,129,,สำเร็จ
B022680,22/09/2569,15:51,สาขาอารีย์,เอสเปรสโซ่,กาแฟ,1,50,50,,สำเร็จ
B022681,22/09/2569,15:04,สาขาอารีย์,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,M1672,สำเร็จ
B022681,22/09/2569,15:04,สาขาอารีย์,บานอฟฟี่,เบเกอรี่,1,90,90,M1672,สำเร็จ
B022682,22/09/2569,15:42,สาขาอารีย์,บานอฟฟี่,เบเกอรี่,1,90,90,M0441,สำเร็จ
B022682,22/09/2569,15:42,สาขาอารีย์,อเมริกาโน่เย็น,กาแฟ,1,55,55,M0441,สำเร็จ
B022683,22/09/2569,16:22,สาขาอารีย์,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,,สำเร็จ
B022684,22/09/2569,16:25,สาขาอารีย์,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,,สำเร็จ
B022684,22/09/2569,16:25,สาขาอารีย์,บานอฟฟี่,เบเกอรี่,2,90,180,,สำเร็จ
B022685,22/09/2569,16:46,สาขาอารีย์,เอสเปรสโซ่,กาแฟ,1,50,50,,สำเร็จ
B022686,22/09/2569,16:09,สาขาอารีย์,มอคค่าเย็น,กาแฟ,1,70,70,M1730,สำเร็จ
B022687,22/09/2569,18:04,สาขาอารีย์,แซนด์วิชแฮมชีส,อาหาร,1,85,85,,สำเร็จ
B022688,22/09/2569,18:11,สาขาอารีย์,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,1,75,75,M0232,สำเร็จ
B022689,22/09/2569,18:07,สาขาอารีย์,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,,สำเร็จ
B022690,22/09/2569,18:46,สาขาอารีย์,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,,สำเร็จ
B022690,22/09/2569,18:46,สาขาอารีย์,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
B022691,22/09/2569,18:01,สาขาอารีย์,เอสเปรสโซ่,กาแฟ,1,50,50,M1186,สำเร็จ
B022691,22/09/2569,18:01,สาขาอารีย์,เอสเปรสโซ่,กาแฟ,1,50,50,M1186,สำเร็จ
B022692,22/09/2569,18:40,สาขาอารีย์,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,2,95,190,M1458,สำเร็จ
B022693,22/09/2569,19:26,สาขาอารีย์,อเมริกาโน่เย็น,กาแฟ,1,55,55,M1512,สำเร็จ
B022693,22/09/2569,19:26,สาขาอารีย์,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,1,75,75,M1512,สำเร็จ
B022694,22/09/2569,19:12,สาขาอารีย์,บานอฟฟี่,เบเกอรี่,1,90,90,,สำเร็จ
B022695,22/09/2569,19:28,สาขาอารีย์,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,M1154,สำเร็จ
B022695,22/09/2569,19:28,สาขาอารีย์,อเมริกาโน่เย็น,กาแฟ,1,55,55,M1154,สำเร็จ
B022695,22/09/2569,19:28,สาขาอารีย์,อเมริกาโน่เย็น,กาแฟ,1,55,55,M1154,สำเร็จ
B022696,22/09/2569,07:00,สาขาทองหล่อ,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,,สำเร็จ
B022697,22/09/2569,07:29,สาขาทองหล่อ,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,1,75,75,,สำเร็จ
B022697,22/09/2569,07:29,สาขาทองหล่อ,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,,สำเร็จ
B022698,22/09/2569,07:36,สาขาทองหล่อ,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,,สำเร็จ
B022699,22/09/2569,07:46,สาขาทองหล่อ,เอสเปรสโซ่,กาแฟ,2,50,100,,สำเร็จ
B022700,22/09/2569,07:54,สาขาทองหล่อ,คาปูชิโน่ร้อน,กาแฟ,1,60,60,,สำเร็จ
B022701,22/09/2569,07:42,สาขาทองหล่อ,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,1,75,75,,สำเร็จ
B022701,22/09/2569,07:42,สาขาทองหล่อ,เอสเปรสโซ่,กาแฟ,1,50,50,,สำเร็จ
B022702,22/09/2569,07:09,สาขาทองหล่อ,ลาเต้เย็น,กาแฟ,2,65,130,,สำเร็จ
B022703,22/09/2569,07:28,สาขาทองหล่อ,อเมริกาโน่เย็น,กาแฟ,1,55,55,,สำเร็จ
B022704,22/09/2569,08:58,สาขาทองหล่อ,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,M0497,สำเร็จ
B022705,22/09/2569,08:24,สาขาทองหล่อ,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,M0739,สำเร็จ
B022705,22/09/2569,08:24,สาขาทองหล่อ,มอคค่าเย็น,กาแฟ,1,70,70,M0739,สำเร็จ
B022706,22/09/2569,08:06,สาขาทองหล่อ,เอสเปรสโซ่,กาแฟ,1,50,50,M1366,สำเร็จ
B022707,22/09/2569,08:57,สาขาทองหล่อ,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,M0699,สำเร็จ
B022708,22/09/2569,08:41,สาขาทองหล่อ,อเมริกาโน่เย็น,กาแฟ,1,55,55,,สำเร็จ
B022709,22/09/2569,08:52,สาขาทองหล่อ,ลาเต้เย็น,กาแฟ,1,65,65,M1762,สำเร็จ
B022710,22/09/2569,08:39,สาขาทองหล่อ,สปาเกตตีคาโบนารา,อาหาร,2,129,258,M0454,สำเร็จ
B022711,22/09/2569,08:54,สาขาทองหล่อ,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
B022712,22/09/2569,09:05,สาขาทองหล่อ,อเมริกาโน่เย็น,กาแฟ,1,55,55,,สำเร็จ
B022713,22/09/2569,09:47,สาขาทองหล่อ,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,,สำเร็จ
B022714,22/09/2569,09:03,สาขาทองหล่อ,อเมริกาโน่เย็น,กาแฟ,1,55,55,,สำเร็จ
B022715,22/09/2569,09:32,สาขาทองหล่อ,คาปูชิโน่ร้อน,กาแฟ,1,60,60,,สำเร็จ
B022716,22/09/2569,09:00,สาขาทองหล่อ,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
B022717,22/09/2569,10:37,สาขาทองหล่อ,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,M0614,สำเร็จ
B022718,22/09/2569,10:22,สาขาทองหล่อ,เอสเปรสโซ่,กาแฟ,1,50,50,,สำเร็จ
B022719,22/09/2569,10:12,สาขาทองหล่อ,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,,สำเร็จ
B022720,22/09/2569,10:30,สาขาทองหล่อ,มอคค่าเย็น,กาแฟ,1,70,70,,สำเร็จ
B022721,22/09/2569,10:44,สาขาทองหล่อ,แซนด์วิชแฮมชีส,อาหาร,2,85,170,,สำเร็จ
B022722,22/09/2569,10:19,สาขาทองหล่อ,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,,สำเร็จ
B022722,22/09/2569,10:19,สาขาทองหล่อ,ชาไทยเย็น,ชาและเครื่องดื่ม,2,50,100,,สำเร็จ
B022722,22/09/2569,10:19,สาขาทองหล่อ,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
B022723,22/09/2569,11:31,สาขาทองหล่อ,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,2,75,150,,สำเร็จ
B022723,22/09/2569,11:31,สาขาทองหล่อ,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
B022723,22/09/2569,11:31,สาขาทองหล่อ,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
B022724,22/09/2569,11:44,สาขาทองหล่อ,เอสเปรสโซ่,กาแฟ,1,50,50,,สำเร็จ
B022725,22/09/2569,11:16,สาขาทองหล่อ,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,,สำเร็จ
B022725,22/09/2569,11:16,สาขาทองหล่อ,แซนด์วิชแฮมชีส,อาหาร,1,85,85,,สำเร็จ
B022726,22/09/2569,11:49,สาขาทองหล่อ,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,,สำเร็จ
B022727,22/09/2569,11:49,สาขาทองหล่อ,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,M0015,สำเร็จ
B022728,22/09/2569,11:33,สาขาทองหล่อ,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,1,75,75,,สำเร็จ
B022728,22/09/2569,11:33,สาขาทองหล่อ,อเมริกาโน่เย็น,กาแฟ,1,55,55,,สำเร็จ
B022729,22/09/2569,12:05,สาขาทองหล่อ,อเมริกาโน่เย็น,กาแฟ,1,55,55,,สำเร็จ
B022730,22/09/2569,12:48,สาขาทองหล่อ,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,,สำเร็จ
B022731,22/09/2569,12:09,สาขาทองหล่อ,แซนด์วิชแฮมชีส,อาหาร,1,85,85,M1450,สำเร็จ
B022732,22/09/2569,12:41,สาขาทองหล่อ,มอคค่าเย็น,กาแฟ,1,70,70,M0333,สำเร็จ
B022733,22/09/2569,12:05,สาขาทองหล่อ,แซนด์วิชแฮมชีส,อาหาร,2,85,170,M1205,สำเร็จ
B022733,22/09/2569,12:05,สาขาทองหล่อ,ลาเต้เย็น,กาแฟ,1,65,65,M1205,สำเร็จ
B022734,22/09/2569,12:53,สาขาทองหล่อ,แซนด์วิชแฮมชีส,อาหาร,1,85,85,M0905,สำเร็จ
B022735,22/09/2569,12:33,สาขาทองหล่อ,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
B022735,22/09/2569,12:33,สาขาทองหล่อ,อเมริกาโน่เย็น,กาแฟ,1,55,55,,สำเร็จ
B022736,22/09/2569,12:16,สาขาทองหล่อ,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,1,75,75,,สำเร็จ
B022737,22/09/2569,14:11,สาขาทองหล่อ,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,M0269,สำเร็จ
B022737,22/09/2569,14:11,สาขาทองหล่อ,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,M0269,สำเร็จ
B022738,22/09/2569,14:40,สาขาทองหล่อ,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,1,75,75,M0876,สำเร็จ
B022738,22/09/2569,14:40,สาขาทองหล่อ,อเมริกาโน่เย็น,กาแฟ,1,55,55,M0876,สำเร็จ
B022738,22/09/2569,14:40,สาขาทองหล่อ,คาปูชิโน่ร้อน,กาแฟ,1,60,60,M0876,สำเร็จ
B022739,22/09/2569,14:25,สาขาทองหล่อ,ลาเต้เย็น,กาแฟ,1,65,65,,สำเร็จ
B022739,22/09/2569,14:25,สาขาทองหล่อ,เอสเปรสโซ่,กาแฟ,1,50,50,,สำเร็จ
B022740,22/09/2569,14:14,สาขาทองหล่อ,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,M1486,สำเร็จ
B022741,22/09/2569,14:03,สาขาทองหล่อ,บานอฟฟี่,เบเกอรี่,1,90,90,,สำเร็จ
B022741,22/09/2569,14:03,สาขาทองหล่อ,ชาไทยเย็น,ชาและเครื่องดื่ม,2,50,100,,สำเร็จ
B022741,22/09/2569,14:03,สาขาทองหล่อ,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,1,75,75,,สำเร็จ
B022742,22/09/2569,14:40,สาขาทองหล่อ,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,2,95,190,,สำเร็จ
B022743,22/09/2569,14:43,สาขาทองหล่อ,ลาเต้เย็น,กาแฟ,1,65,65,M1586,สำเร็จ
B022744,22/09/2569,15:01,สาขาทองหล่อ,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,,สำเร็จ
B022745,22/09/2569,15:58,สาขาทองหล่อ,แซนด์วิชแฮมชีส,อาหาร,1,85,85,M1795,สำเร็จ
B022746,22/09/2569,15:06,สาขาทองหล่อ,ลาเต้เย็น,กาแฟ,1,65,65,M0490,สำเร็จ
B022747,22/09/2569,15:40,สาขาทองหล่อ,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,M0353,สำเร็จ
B022747,22/09/2569,15:40,สาขาทองหล่อ,ชาไทยเย็น,ชาและเครื่องดื่ม,2,50,100,M0353,สำเร็จ
B022747,22/09/2569,15:40,สาขาทองหล่อ,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,1,75,75,M0353,สำเร็จ
B022748,22/09/2569,15:01,สาขาทองหล่อ,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,,สำเร็จ
B022749,22/09/2569,15:41,สาขาทองหล่อ,บานอฟฟี่,เบเกอรี่,1,90,90,M0466,สำเร็จ
